StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Q_RecaptchaScore,gender,ucla pre m_1,ucla pre m_2,ucla pre m_3,ucla_pre_avg,AI attitudes M _1,AI attitudes M _2,AI attitudes M _3,AI attitudes M _4,AI attitudes M _5,AI attitudes M _6,AI_attitudes_grade,AI attitudes attention_check,Ant' humannature  _1,Ant' humannature  _2,Ant' humannature  _3,Ant' humannature  _4,Ant' humannature  _5,Ant' humannature  _6,Ant' humannature  _7,Ant' humannature  _8,Ant' humannature  _9,Ant' humannature  _10,avr. Ant Human,Ant' uniquelytraits _1,Ant' uniquelytraits _2,Ant' uniquelytraits _3,Ant' uniquelytraits _4,Ant' uniquelytraits _5,Ant' uniquelytraits _6,Ant' uniquelytraits _7,Ant' uniquelytraits _8,Ant' uniquelytraits _9,Ant' uniquelytraits _10,avr. Ant uniqley,TOTAL ANT,ucla post M _1,ucla post M _2,ucla post M _3,ucla_post_grade_avg,Feeling heard M_1,Feeling heard M_2,Feeling heard M_3,Feeling heard M_4,N-Feeling heard M_4,Feeling heard M_5,Feeling heard M_6,Total feeling heard,ease check M _1,ease_check_fixed,IOS (Inclusion of Ot,Intimacy M _1,Intimacy M _2,Intimacy M _3,N-Intimacy M _3,Intimacy M _4,Intimacy M _5,N-Intimacy M _5,Intimacy M _6,N-Intimacy M _6,Intimacy M _7,Avr intimacy,Attention check,Meta-perceptions M_1,Meta-perceptions M_2,Meta-perceptions M_3,Meta-perceptions M_4,Meta-perceptions M_5,Meta_ perceptions_grade,self-esteem M_1,self-esteem M_2,N-self-esteem M_2,self-esteem M_3,self-esteem M_4,self-esteem M_5,N-self-esteem M_5,self-esteem M_6,N-self-esteem M_6,self-esteem M_7,self-esteem M_8,N-self-esteem M_8,self-esteem M_9,N self-esteem M_9,self-esteem M_10,Average self-esteem,Performance M_1,Performance M_2,Performance M_3,Performance M_4,Performance M_5,Performance M_6,Average performance,political view,English level,AI brands usage,AI brands usage_8_TEXT,AI frequency,uid,Create New Field or Choose From Dropdown...,גיל,chat_version,Self disclosure_dummy,Responsivness_dummy,Self disclosure,Responsivness
11/04/2024 8:31,11/04/2024 8:43,0,100,700,1,11/04/2024 8:43,R_8jdHeoSjmxl0d3C,1,2,1,1,1,1,4,4,3,5,3,3,22,5,6,6,6,4,6,1,5,1,1,1,3.7,6,6,1,1,6,6,1,6,1,1,5.166666667,4.433333333,1,1,1,1,6,6,5,1,6,6,6,5.833333333,8,6,4,5,2,1,6,4,4,3,2,5,5,4.285714286,1,2,4,5,5,2,3.6,6,1,6,6,6,1,6,1,6,6,1,6,1,6,6,6,5,5,5,5,5,5,5,3,5,4,,4,117533757,,29,3,0,1,Generic,Responsive
11/04/2024 9:36,11/04/2024 9:49,0,100,727,1,11/04/2024 9:49,R_4SYQrtp6ofe5kXv,1,1,1,1,3,1.666666667,6,5,6,6,6,6,35,5,5,5,5,2,5,1,1,2,1,1,2.8,4,5,4,4,5,5,1,6,2,3,4.666666667,3.733333333,3,1,1,1.666666667,5,4,2,1,6,5,4,4.333333333,7,5,2,5,4,2,5,5,4,3,4,3,5,4.285714286,1,1,2,3,3,2,2.2,6,2,5,5,6,1,6,2,5,5,2,5,1,6,5,5.4,6,5,6,6,6,6,5.833333333,2,6,"4,5,6",,8,117537358,,24,0,1,0,Self-dislosure,Not responsive
11/04/2024 8:47,11/04/2024 8:56,0,100,491,1,11/04/2024 8:56,R_40NrF4E8GauvctP,1,1,2,1,1,1.333333333,4,4,4,4,3,4,23,5,4,4,4,3,3,2,2,2,2,2,2.8,3,4,1,5,4,2,1,5,3,1,3.166666667,2.983333333,1,1,1,1,4,4,3,2,5,5,4,4.166666667,6,4,1,3,4,2,5,3,5,2,5,2,2,3,1,3,2,2,2,2,2.2,5,4,3,5,5,2,5,2,5,5,2,5,2,5,5,4.8,5,5,4,4,5,5,4.666666667,5,7,"4,6,7",,4,117537628,,58,2,1,1,Self-dislosure,Responsive
11/04/2024 8:51,11/04/2024 9:02,0,100,644,1,11/04/2024 9:02,R_4DFTTItAIghU8JX,1,2,1,1,1,1,2,5,5,5,2,2,21,5,3,6,5,3,6,1,1,1,1,1,2.8,4,6,1,2,6,5,1,6,1,3,5,3.9,1,1,1,1,5,5,4,2,5,6,6,5.166666667,7,5,5,5,6,2,5,5,4,3,2,5,5,4.857142857,1,5,4,4,4,4,4.2,5,1,6,6,6,1,6,1,6,5,2,5,1,6,6,5.7,6,1,6,5,6,6,5,3,6,4,,4,117537714,,58,0,1,0,Self-dislosure,Not responsive
11/04/2024 14:06,11/04/2024 14:16,0,100,603,1,11/04/2024 14:16,R_29bJyXDUNzys5CF,1,1,3,3,1,2.333333333,3,5,3,3,4,3,21,5,5,4,4,1,4,1,1,1,1,1,2.3,4,5,3,3,5,3,1,5,1,1,3.833333333,3.066666667,3,1,1,1.666666667,4,4,3,1,6,6,3,4.333333333,8,6,2,3,3,3,4,2,6,1,4,3,3,2.714285714,1,3,1,3,1,1,1.8,6,1,6,6,6,1,6,1,6,6,1,6,1,6,6,6,5,6,5,5,5,3,4.833333333,2,1,4,,4,117548172,,19,0,1,0,Self-dislosure,Not responsive
11/04/2024 10:03,11/04/2024 10:14,0,100,625,1,11/04/2024 10:14,R_8wg8YMhf4aA25W1,1,1,3,1,3,2.333333333,4,4,1,4,3,3,19,5,6,5,5,4,6,1,5,1,1,1,3.5,5,5,2,3,6,5,1,6,1,3,5,4.25,3,1,3,2.333333333,4,6,5,1,6,6,5,5.333333333,8,6,4,4,2,5,2,3,6,1,5,2,2,2.285714286,1,4,2,1,2,1,2,5,5,2,5,5,2,5,4,3,5,1,6,1,6,5,4.7,5,6,5,5,5,4,5,2,4,6,,1,117548269,,54,3,0,1,Generic,Responsive
11/04/2024 11:04,11/04/2024 11:19,0,100,909,1,11/04/2024 11:19,R_4fBRH5WCuP1VUib,1,1,4,2,4,3.333333333,5,4,6,5,3,5,28,5,4,4,4,3,4,3,2,2,1,2,2.9,3,4,3,3,4,4,1,5,3,3,3.833333333,3.366666667,4,2,4,3.333333333,4,4,2,2,5,5,3,3.833333333,7,5,4,2,4,2,5,3,5,2,3,4,6,3.714285714,1,2,4,1,1,1,1.8,5,4,3,6,5,2,5,2,5,6,1,6,1,6,5,5.2,5,5,5,5,5,5,5,2,7,"4,6,7,8",Graphic AIs and Co Pilot,6,117548274,,54,0,1,0,Self-dislosure,Not responsive
11/04/2024 12:42,11/04/2024 12:58,0,100,927,1,11/04/2024 12:58,R_40MYsFymzTL6yyq,1,1,1,2,2,1.666666667,2,2,4,4,3,1,16,5,1,3,2,1,4,1,1,1,1,1,1.6,3,2,4,5,4,1,2,4,4,2,2.666666667,2.133333333,2,2,2,2,5,5,3,4,3,5,3,4,6,4,2,3,5,3,4,2,3,4,6,1,4,3.285714286,1,4,2,2,1,1,2,5,4,3,5,5,1,6,1,6,5,4,3,1,6,5,4.9,4,5,3,5,5,4,4.333333333,4,1,6,,1,117548282,,47,2,1,1,Self-dislosure,Responsive
11/04/2024 11:34,11/04/2024 11:44,0,100,609,1,11/04/2024 11:44,R_4oRz8C00r5dwCpG,1,1,2,4,2,2.666666667,4,4,4,4,5,5,26,5,5,5,5,4,5,1,1,3,1,1,3.1,4,6,1,1,5,4,1,4,1,1,4,3.55,1,1,1,1,5,5,5,1,6,5,5,5.166666667,8,6,1,6,2,4,3,2,4,3,4,3,5,3.428571429,1,2,2,4,2,2,2.4,5,4,3,6,6,1,6,2,5,6,2,5,1,6,6,5.4,6,6,6,6,6,6,6,2,5,4,,5,117548284,,47,1,0,0,Generic,Not responsive
11/04/2024 10:04,11/04/2024 10:20,0,100,971,1,11/04/2024 10:20,R_4rOZCFTfThtEt5T,1,2,1,1,1,1,6,5,6,4,4,6,31,5,5,5,5,3,3,1,4,1,1,1,2.9,3,4,6,1,3,1,2,5,2,5,3.5,3.2,1,1,1,1,4,5,4,1,6,5,2,4.333333333,6,4,1,1,1,5,2,2,2,5,6,1,1,1.857142857,1,4,1,1,4,2,2.4,6,1,6,6,6,5,2,1,6,6,1,6,1,6,6,5.6,4,6,2,6,5,1,4,1,4,7.9,,1,117548496,,52,2,1,1,Self-dislosure,Responsive
11/04/2024 11:05,11/04/2024 11:14,0,100,522,1,11/04/2024 11:14,R_4E6gqjgUJpjjfKQ,1,2,3,4,3,3.333333333,4,2,4,3,2,3,18,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,5,1,1,2.666666667,1.833333333,3,3,3,3,3,5,1,1,6,5,3,3.833333333,7,5,1,1,1,5,2,1,6,1,6,1,1,1.142857143,1,1,1,1,1,1,1,5,4,3,6,5,2,5,4,3,5,4,3,1,6,6,4.7,5,5,5,5,5,5,5,5,6,9,,1,117548503,,64,1,0,0,Generic,Not responsive
11/04/2024 10:14,11/04/2024 10:31,0,100,1026,1,11/04/2024 10:31,R_1k4UwaNZlE37qoq,1,2,4,3,4,3.666666667,2,3,4,4,3,4,20,5,4,3,3,3,4,1,3,2,3,1,2.7,4,4,3,3,3,4,1,4,2,1,3.333333333,3.016666667,4,3,4,3.666666667,5,5,2,2,5,5,3,4.166666667,7,5,2,4,3,4,3,3,3,4,5,2,3,3.142857143,1,4,4,3,3,2,3.2,4,5,2,5,4,4,3,4,3,5,5,2,3,4,4,3.6,4,5,4,4,5,4,4.333333333,4,7,4.7,,4,117548509,,62,1,0,0,Generic,Not responsive
11/04/2024 13:43,11/04/2024 13:56,0,100,791,1,11/04/2024 13:56,R_2kFV3wgY1N3soHz,1,2,5,3,5,4.333333333,2,3,3,3,2,3,16,5,4,4,4,3,4,1,1,1,1,1,2.4,3,4,2,3,4,3,1,4,1,3,3.5,2.95,4,3,3,3.333333333,5,5,1,1,6,5,1,3.833333333,7,5,1,2,5,6,1,2,6,1,6,1,3,2.142857143,1,2,1,1,1,2,1.4,5,2,5,6,5,2,5,5,2,6,6,1,2,5,5,4.5,5,2,5,5,5,5,4.5,3,6,4,,4,117548519,,64,3,0,1,Generic,Responsive
11/04/2024 13:40,11/04/2024 13:47,0,100,403,1,11/04/2024 13:47,R_4DevkdVjuKFJeVo,1,1,4,3,4,3.666666667,5,4,6,4,4,5,28,5,2,5,3,2,4,1,1,2,1,1,2.2,4,2,3,5,3,2,1,4,1,4,3.166666667,2.683333333,4,3,4,3.666666667,4,4,3,1,6,5,3,4.166666667,6,4,3,5,4,3,4,2,4,3,5,2,2,3.142857143,1,1,2,3,2,2,2,4,4,3,5,5,2,5,3,4,5,5,2,2,5,4,4.2,4,2,2,3,4,3,3,1,6,4,,5,117572219,,36,1,0,0,Generic,Not responsive
11/04/2024 15:59,11/04/2024 16:10,0,100,707,1,11/04/2024 16:10,R_2j26K3f6IFmTblU,1,1,1,1,1,1,4,3,2,4,2,3,18,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,1,1,5,5,3,2,1.5,1,1,1,1,2,1,1,6,1,1,1,1.166666667,8,6,1,1,6,6,1,1,6,1,6,1,1,1.714285714,1,2,2,1,1,1,1.4,4,4,3,4,5,6,1,1,6,5,3,4,1,6,5,4.3,1,6,6,1,6,1,3.5,1,1,5,,6,117572221,,38,3,0,1,Generic,Responsive
11/05/2024 1:15,11/05/2024 1:26,0,100,683,1,11/05/2024 1:26,R_4TAuhSd6v2ckTJL,1,2,6,3,5,4.666666667,3,2,1,1,1,3,11,5,5,3,1,1,1,1,1,6,1,1,2.1,1,5,5,4,5,5,1,5,4,3,4,3.05,6,3,6,5,1,1,1,6,1,3,1,1.333333333,6,4,2,1,1,5,2,1,5,2,5,2,1,1.428571429,1,1,2,2,1,1,1.4,5,4,3,5,5,5,2,3,4,5,6,1,3,4,5,3.9,3,6,4,5,4,6,4.666666667,2,5,9,,1,117572434,,46,2,1,1,Self-dislosure,Responsive
11/05/2024 1:55,11/05/2024 2:03,0,100,468,1,11/05/2024 2:03,R_2Gy3MULM9arT3kC,1,1,3,2,2,2.333333333,4,4,4,5,4,4,25,5,5,5,5,3,4,1,1,1,2,1,2.8,4,5,2,2,5,4,1,5,2,2,4.166666667,3.483333333,3,2,2,2.333333333,5,5,3,1,6,5,5,4.833333333,7,5,2,3,3,3,4,4,5,2,5,2,4,3.142857143,1,2,2,4,2,2,2.4,5,4,3,5,5,1,6,1,6,5,4,3,1,6,5,4.9,5,2,5,5,5,5,4.5,2,1,9,,1,117584828,,40,1,0,0,Generic,Not responsive
11/05/2024 0:13,11/05/2024 0:22,0,100,557,1,11/05/2024 0:22,R_4BYGrznpYp136tr,1,1,4,2,3,3,5,4,6,6,5,6,32,5,1,3,4,1,2,1,1,1,1,1,1.6,2,1,1,5,4,1,1,3,1,1,2,1.8,3,2,1,2,1,1,1,6,1,4,1,1.5,1,1,1,1,1,6,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,6,4,3,6,6,4,3,2,5,6,5,2,1,6,6,4.9,2,5,1,1,4,1,2.333333333,4,6,"4,6,8",קופיילוט,8,117584895,,35,3,0,1,Generic,Responsive
11/05/2024 3:31,11/05/2024 3:43,0,100,698,1,11/05/2024 3:43,R_4QKN7XYTG6w3SPT,1,1,3,3,3,3,4,4,4,4,4,4,24,5,5,5,4,4,4,1,1,1,1,1,2.7,4,5,1,4,5,4,1,5,2,2,4.166666667,3.433333333,3,3,3,3,4,4,4,1,6,5,5,4.666666667,6,4,3,2,4,4,3,6,4,3,5,2,4,3.428571429,1,2,5,4,5,4,4,4,5,2,5,4,4,3,5,2,5,4,3,2,5,5,3.8,5,6,5,5,5,5,5.166666667,3,5,4,,4,117593385,,29,3,0,1,Generic,Responsive
11/05/2024 2:24,11/05/2024 2:35,0,100,640,1,11/05/2024 2:35,R_4CEBge4HYo1meDt,1,1,3,4,3,3.333333333,6,5,6,4,3,5,29,5,3,6,4,4,4,2,3,1,1,1,2.9,3,5,3,5,5,4,2,6,4,5,4.666666667,3.783333333,3,3,3,3,3,2,2,2,5,6,3,3.5,7,5,1,2,5,6,1,1,6,1,5,2,2,2,1,1,1,2,3,1,1.6,5,6,1,5,6,1,6,2,5,6,5,2,2,5,5,4.6,5,6,1,4,5,6,4.5,2,7,4,,4,117593436,,36,3,0,1,Generic,Responsive
11/05/2024 2:56,11/05/2024 3:03,0,100,456,1,11/05/2024 3:04,R_4nk1LSBZVf7TPcp,1,1,3,1,3,2.333333333,4,3,4,4,3,3,21,5,4,4,4,3,4,2,2,2,2,1,2.8,4,4,2,3,4,4,1,5,1,4,4.166666667,3.483333333,3,1,3,2.333333333,5,5,5,2,5,5,5,5,7,5,5,4,5,2,5,4,4,3,3,4,4,4.142857143,1,4,4,4,4,3,3.8,4,2,5,5,5,2,5,2,5,5,2,5,1,6,5,5,5,1,5,5,5,5,4.333333333,4,6,4,,4,117593468,,64,2,1,1,Self-dislosure,Responsive
11/05/2024 6:08,11/05/2024 6:22,0,100,800,1,11/05/2024 6:22,R_4sRLyzUYzHw30l7,1,1,4,3,5,4,5,5,6,5,3,4,28,5,5,5,5,3,5,1,2,1,1,1,2.9,5,5,1,1,5,4,1,5,1,3,4.5,3.7,5,5,5,5,5,5,5,1,6,5,5,5.166666667,7,5,1,4,4,4,3,4,5,2,6,1,5,3.285714286,1,3,3,3,3,3,3,2,6,1,5,4,4,3,6,1,4,3,4,5,2,2,2.8,5,5,4,5,5,5,4.833333333,4,6,4,,4,117593479,,55,2,1,1,Self-dislosure,Responsive
11/05/2024 3:05,11/05/2024 3:18,0,100,813,1,11/05/2024 3:18,R_4bJxHkNGrizLDYR,1,2,3,3,4,3.333333333,5,5,3,5,3,5,26,5,2,4,2,1,2,1,6,1,1,1,2.1,1,1,6,4,1,1,1,6,1,1,1.833333333,1.966666667,3,3,3,3,5,1,1,1,6,5,1,3.166666667,6,4,1,1,1,5,2,1,6,1,6,1,1,1.142857143,1,1,1,1,1,1,1,5,5,2,5,5,2,5,4,3,5,5,2,3,4,6,4.2,1,5,1,1,1,1,1.666666667,3,5,4,,4,117593794,,36,0,1,0,Self-dislosure,Not responsive
11/05/2024 2:38,11/05/2024 2:50,0,100,723,1,11/05/2024 2:50,R_2S1DYX66lozjA6K,1,2,2,3,2,2.333333333,3,5,2,3,4,2,19,5,4,3,3,4,3,2,3,5,1,1,2.9,3,1,5,3,4,1,1,4,6,3,2.666666667,2.783333333,2,3,2,2.333333333,4,2,2,2,5,5,2,3.333333333,5,3,1,2,5,6,1,2,1,6,5,2,4,3.142857143,1,4,2,3,2,2,2.6,3,5,2,6,5,4,3,5,2,4,5,2,4,3,4,3.4,4,5,2,1,5,2,3.166666667,2,5,9,,,117593799,,35,3,0,1,Generic,Responsive
11/05/2024 2:32,11/05/2024 2:40,0,100,440,1,11/05/2024 2:40,R_40YiNjyqJNZxta0,1,2,3,3,2,2.666666667,4,3,2,4,3,2,18,5,5,4,3,1,3,3,3,4,1,3,3,1,5,1,1,4,3,1,4,2,1,3,3,2,3,3,2.666666667,5,5,1,1,6,4,4,4.166666667,7,5,3,1,1,3,4,1,1,6,6,1,1,2.142857143,1,1,1,1,1,1,1,5,5,2,5,4,2,5,2,5,5,4,3,2,5,4,4.3,5,1,4,4,5,5,4,3,5,9,,1,117593865,,45,1,0,0,Generic,Not responsive
11/05/2024 2:50,11/05/2024 3:09,0,100,1154,1,11/05/2024 3:09,R_472O8kvKtVsfdzC,1,2,2,3,3,2.666666667,2,3,4,2,2,2,15,5,4,4,4,1,2,1,1,1,1,1,2,1,1,1,1,3,1,1,4,1,1,1.833333333,1.916666667,3,3,3,3,5,4,2,1,6,5,2,4,8,6,3,3,4,1,6,1,1,6,2,5,2,3.857142857,1,2,3,3,1,1,2,4,4,3,5,6,1,6,4,3,5,3,4,1,6,5,4.7,5,5,4,4,5,4,4.5,2,6,4,,4,117593875,,45,1,0,0,Generic,Not responsive
11/05/2024 6:08,11/05/2024 6:17,0,100,506,1,11/05/2024 6:17,R_4tl3FBs0QhWw2uB,1,2,3,1,3,2.333333333,4,4,5,4,2,2,21,5,3,5,3,1,3,1,3,2,1,1,2.3,1,3,3,4,4,4,1,4,1,1,2.833333333,2.566666667,2,1,2,1.666666667,3,4,1,1,6,1,1,2.666666667,6,4,2,1,1,5,2,2,1,6,5,2,1,2.142857143,1,1,1,1,1,1,1,5,4,3,5,5,2,5,2,5,5,5,2,2,5,5,4.5,5,5,5,5,5,5,5,4,5,4.7,,4,117593891,,51,3,0,1,Generic,Responsive
11/05/2024 7:48,11/05/2024 8:04,0,100,911,1,11/05/2024 8:04,R_4scYvH1mQCm4I0c,1,2,3,2,2,2.333333333,1,1,1,1,1,1,6,5,5,5,4,1,3,1,1,1,1,1,2.3,1,1,1,1,1,1,1,1,1,1,1,1.65,2,2,1,1.666666667,1,1,1,2,5,5,1,2.333333333,1,1,1,1,1,6,1,1,1,6,6,1,1,1.714285714,1,1,1,1,1,1,1,5,3,4,5,5,2,5,3,4,5,2,5,2,5,5,4.8,5,2,1,1,5,1,2.5,3,5,9,,1,117596995,,36,2,1,1,Self-dislosure,Responsive
11/05/2024 7:41,11/05/2024 8:12,0,100,1835,1,11/05/2024 8:12,R_8KdKl9KuNQH959I,1,1,5,4,4,4.333333333,6,6,1,5,5,6,29,5,2,2,1,1,2,1,1,1,1,1,1.3,1,2,4,4,1,1,5,5,4,1,1.833333333,1.566666667,5,4,4,4.333333333,5,2,1,5,2,6,2,3,6,4,2,1,4,2,5,6,6,1,6,1,1,2.714285714,1,2,1,1,1,1,1.2,4,5,2,5,5,3,4,4,3,4,5,2,3,4,2,3.5,5,6,1,4,6,2,4,1,7,4,,7,117600952,,26,0,1,0,Self-dislosure,Not responsive
11/05/2024 6:22,11/05/2024 6:31,0,100,516,1,11/05/2024 6:31,R_8agh5qlslbHKdJi,1,1,1,1,1,1,4,5,5,5,4,5,28,5,1,3,3,1,3,4,1,3,1,1,2.1,1,1,6,6,1,1,1,4,4,1,1.5,1.8,1,1,1,1,4,1,1,5,2,4,1,2.166666667,8,6,1,1,4,5,2,1,3,4,5,2,1,2.142857143,1,1,1,1,1,1,1,6,4,3,5,5,1,6,1,6,6,3,4,1,6,5,5.2,4,1,5,1,6,1,3,3,7,"4,5,8",Gemini,7,117600961,,32,1,0,0,Generic,Not responsive
11/06/2024 0:57,11/06/2024 1:25,0,100,1688,1,11/06/2024 1:25,R_4DLJUNun0ENpEFj,1,2,1,1,1,1,1,4,1,1,5,1,13,5,1,5,5,5,6,1,1,1,1,1,2.7,5,6,1,1,5,3,1,6,1,3,4.666666667,3.683333333,1,1,1,1,5,5,3,1,6,5,5,4.833333333,8,6,1,2,1,5,2,2,2,5,5,2,2,2.285714286,1,3,3,4,5,1,3.2,5,1,6,5,5,1,6,1,6,5,2,5,1,6,5,5.4,5,2,5,5,5,5,4.5,3,1,9,,1,117602370,,36,3,0,1,Generic,Responsive
11/05/2024 12:09,11/05/2024 12:24,0,100,888,1,11/05/2024 12:24,R_8doJKxkFcaxP4Wd,1,2,2,2,2,2,6,6,6,6,4,6,34,5,3,3,4,2,3,2,6,2,1,5,3.1,5,2,3,5,4,2,2,4,5,4,3.5,3.3,2,2,2,2,5,4,3,5,2,5,2,3.5,6,4,2,2,4,4,3,3,5,2,5,2,3,2.714285714,1,1,1,2,1,1,1.2,5,2,5,6,2,2,5,2,5,6,4,3,2,5,6,4.8,4,6,3,1,6,4,4,5,6,4.7,,6,117610211,,18,1,0,0,Generic,Not responsive
11/06/2024 2:37,11/06/2024 2:44,0,100,426,1,11/06/2024 2:44,R_8D2EM8WiNL9vIoH,1,2,1,2,2,1.666666667,4,3,4,4,4,4,23,5,1,2,1,1,1,2,2,1,1,1,1.3,1,1,2,2,1,1,1,1,2,1,1,1.15,1,2,2,1.666666667,1,1,1,4,3,2,1,1.5,1,1,1,1,1,6,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,3,5,2,5,5,5,2,5,2,3,5,2,4,3,3,3,5,6,1,1,5,1,3.166666667,5,7,4.5,,4,117611769,,29,0,1,0,Self-dislosure,Not responsive
11/05/2024 15:13,11/05/2024 15:21,0,100,485,1,11/05/2024 15:21,R_4PBCzOwJkhKibCQ,1,2,2,1,1,1.333333333,6,6,6,6,6,6,36,5,4,4,2,1,2,1,1,5,1,1,2.2,1,4,6,4,6,3,1,5,6,5,4,3.1,2,1,1,1.333333333,4,2,1,5,2,5,5,3.166666667,6,4,1,1,1,6,1,2,6,1,6,1,1,1.142857143,1,2,1,1,1,1,1.2,6,1,6,6,6,1,6,1,6,6,1,6,1,6,5,5.9,4,5,5,5,5,5,4.833333333,7,5,"4,5,6,7",,8,117613093,,31,3,0,1,Generic,Responsive
11/06/2024 2:29,11/06/2024 2:42,0,100,753,1,11/06/2024 2:42,R_4Eu8gMEHENNwhcE,1,2,6,6,6,6,6,4,6,6,4,6,32,5,6,6,4,1,6,1,3,1,1,1,3,2,4,1,1,6,2,1,6,1,1,3.5,3.25,6,6,6,6,2,5,1,1,6,6,5,4.166666667,6,4,2,3,2,5,2,4,4,3,5,2,3,2.714285714,1,1,1,2,1,2,1.4,1,6,1,1,1,6,1,6,1,1,6,1,6,1,1,1,6,6,6,6,6,6,6,3,7,4.5,,6,117614307,,25,1,0,0,Generic,Not responsive
11/07/2024 15:33,11/07/2024 15:53,0,100,1214,1,11/07/2024 15:53,R_4ebnIq2v7wFWkOB,1,1,3,3,3,3,1,1,2,1,1,1,7,5,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,4,2,1,5,1,2,3.166666667,2.583333333,2,2,2,2,5,5,5,2,5,5,5,5,7,5,5,3,5,5,2,5,3,4,5,2,5,3.714285714,1,5,4,3,4,5,4.2,4,4,3,4,5,4,3,4,3,4,4,3,5,2,3,3.4,5,5,5,4,5,5,4.833333333,1,5,9,,1,117676361,,18,2,1,1,Self-dislosure,Responsive
11/08/2024 2:54,11/08/2024 3:09,0,100,907,1,11/08/2024 3:09,R_2FXqPblf7UpRWxx,1,2,4,3,3,3.333333333,3,5,2,3,3,4,20,5,5,4,4,2,5,1,1,1,1,1,2.5,5,4,4,3,5,4,1,6,2,3,4.5,3.5,3,2,3,2.666666667,6,5,3,2,5,6,4,4.833333333,7,5,5,3,5,3,4,2,5,2,5,2,5,3.285714286,1,4,2,2,3,1,2.4,2,5,2,4,4,4,3,2,5,3,5,2,3,4,3,3.2,5,5,4,5,5,3,4.5,2,4,4.8,ג'ימיני,4,117677177,,38,3,0,1,Generic,Responsive
11/12/2024 9:41,11/12/2024 9:58,0,100,1028,1,11/12/2024 9:58,R_8MQCzjUVFn1kM3j,1,1,3,3,3,3,6,6,6,6,4,6,34,5,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,3,1,1,2,6,1,1.5,1.25,3,3,3,3,1,1,1,6,1,6,1,1.833333333,5,3,1,1,1,6,1,1,6,1,6,1,6,1.714285714,1,1,1,1,1,1,1,6,6,1,6,6,1,6,4,3,6,4,3,1,6,6,4.9,1,6,1,1,1,1,1.833333333,5,6,4.6,,6,117733065,,19,0,1,0,Self-dislosure,Not responsive
11/12/2024 8:21,11/12/2024 8:35,0,100,857,1,11/12/2024 8:35,R_4imSfbvc0YzXBGI,1,1,2,1,1,1.333333333,4,2,3,2,4,4,19,5,4,6,6,5,5,2,1,2,3,1,3.5,1,4,2,2,2,4,1,4,1,3,3,3.25,1,1,2,1.333333333,5,5,5,2,5,5,5,5,7,5,5,5,5,2,5,4,3,4,1,6,5,4.857142857,1,4,4,5,5,3,4.2,4,5,2,6,5,4,3,4,3,6,5,2,2,5,4,4,5,5,5,5,5,4,4.833333333,1,1,8,בזה של החיפוש של מכון מאיר,4,117733068,,20,1,0,0,Generic,Not responsive
11/12/2024 7:06,11/12/2024 7:35,0,100,1749,1,11/12/2024 7:35,R_41blem2X8hoZrvE,1,1,4,3,4,3.666666667,4,4,4,5,4,5,26,5,3,3,2,1,4,2,6,1,1,1,2.4,1,4,4,4,4,1,1,4,1,1,2.5,2.45,4,3,4,3.666666667,4,5,1,4,3,5,4,3.666666667,6,4,1,1,2,5,2,2,4,3,5,2,4,2.285714286,1,2,2,1,1,2,1.6,2,6,1,5,5,4,3,5,2,4,4,3,2,5,4,3.4,4,5,4,4,5,5,4.5,3,1,4.7,,4,117733087,,27,1,0,0,Generic,Not responsive
11/12/2024 8:18,11/12/2024 8:35,0,100,1055,1,11/12/2024 8:35,R_4R20rrECcfNC1hC,1,1,1,1,1,1,4,6,5,5,4,6,30,5,4,5,3,3,4,1,1,5,1,1,2.8,4,4,1,3,5,1,1,4,1,1,3.166666667,2.983333333,1,1,1,1,6,5,4,1,6,5,3,4.833333333,7,5,2,6,6,1,6,5,1,6,1,6,4,5.571428571,1,3,4,3,1,2,2.6,6,2,5,5,5,1,6,1,6,5,4,3,1,6,6,5.3,5,1,4,5,5,5,4.166666667,2,4,4,,7,117733094,,25,1,0,0,Generic,Not responsive
11/12/2024 7:41,11/12/2024 7:54,0,100,744,1,11/12/2024 7:54,R_2aei00FA7ifwvrc,1,1,3,2,3,2.666666667,2,3,2,4,2,3,16,5,3,4,4,4,4,3,2,3,3,3,3.3,3,2,2,3,4,2,2,3,4,4,3,3.15,2,3,2,2.333333333,4,3,2,4,3,3,2,2.833333333,6,4,2,3,3,3,4,3,4,3,5,2,3,3,1,1,2,2,2,1,1.6,4,5,2,5,5,2,5,4,3,5,2,5,1,6,4,4.4,3,5,2,3,4,2,3.166666667,2,5,4,,1,117733099,,33,2,1,1,Self-dislosure,Responsive
